codigo,	titulo,	organismo,	en_que_consiste,	requisitos,	como_se_hace_el_tramite	,quien_puede_o_debe_efectuarlo,	que_vigencia_tiene_el_documento	cuantas_veces_deberia_asistir_al_organismo,	tiempo_desde_la_solicitud_hasta_la_entrega,	donde_se_puede_realizar	cuando_es_necesario_realizar_el_tramite,	observaciones,	otros1,	otros2,	otros3
1157	Pasaporte al Instante	Dirección Nacional del Registro Nacional de las Personas	Obtener el Pasaporte Argentino emitido por el Ministerio del Interior y Transporte, a través del Registro Nacional de las Personas, mediante un servicio de procesamiento, emisión y entrega del Pasaporte en el momento en el Centro Integral ubicado en el Aeropuerto de Ezeiza. Este servicio está destinado a tomar trámites y resolver los inconvenientes migratorios y documentarios que pueden presentarse al momento de viajar al exterior del país. Se podrán tramitar distintos servicios de resolución inmediata, para todos aquellos pasajeros que cuenten con pasaje y embarque ese mismo día.	Argentinos mayores de edad:1.- Documento Nacional de Identidad, Libreta Cívica o Libreta de Enrolamiento del solicitante en vigencia.2.- Pasaje aéreo. Argentinos menores de edad y/o quienes no hayan efectuado la actualización obligatoria de DNI al llegar a los 14 años:1.- Documento Nacional de Identidad en vigencia2.- Partida de nacimiento certificada o acta de reconocimiento o adopción si correspondiera.3.- Pasaje aéreo El menor debe concurrir acompañado de un mayor que ejerza la patria potestad, quien deberá exhibir su Documento Nacional de Identidad, Libreta Cívica o Libreta de Enrolamiento en vigencia o presentar Consentimiento Expreso ante el funcionario actuante, de quien ejerza la patria potestad, tutela o curatela con indicación de que su ejercicio no se encuentra limitado para prestarlo.Caso contrario, suplir su falta con autorización judicial o poder otorgado por escribano público, de la cual surja el permiso o consentimiento que deberá acompañar la solicitud. Personas incapaces1.- Documento Nacional de Identidad o Libreta Cívica o de Enrolamiento del solicitante en vigencia.2.- Pasaje aéreo3.- Testimonio judicial de la designación de la persona que ejerza la tutela o curatela, salvo en el supuesto que la misma hubiere sido asumida por Ministerio de la Ley. La obtención del pasaporte por aquellos ciudadanos sujetos a patria potestad, tutela o curatela estará condicionada al consentimiento expreso, de la persona u órgano que tenga asignado su ejercicio o, en defecto de ésta, del órgano judicial competente.	1.- Presentar la documentación correspondiente, exhibiendo el pasaje aéreo, a fin de que se le tomen sus datos biográficos, su foto, firma y huellas.	Personalmente, no se admite la intervención de terceros o gestores.	10 años. El pasaporte CADUCA en la fecha de vencimiento consignada en la página de datos personalizada, cuando se agoten las páginas de visados, cuando se deteriore, o cuando se produzcan en su titular las variantes de nombres/s apellido/s; y/o de orden fisonómico.	Debería asistir UNA (1) vez:1.- Realizar el trámite del pasaporte.		En el Centro Integral Ezeiza ubicada en el hall central de la Terminal A del Aeropuerto, la oficina atenderá todos los días, las 24 horas para emergencias de viaje.Cuando ocurriera algún inconveniente con su pasaporte o le faltare partidas de nacimiento de menores de 18 años, esta oficina multiservicios del Ministerio del Interior y Transporte brindará soluciones rápidas.					
1101	Pasaporte primera vez - nuevos ejemplares	Dirección Nacional del Registro Nacional de las Personas	Obtener por primera vez o renovar el Pasaporte Argentino emitido por el Ministerio del Interior, a través del Registro Nacional de las Personas, documento de carácter obligatorio para viajar al exterior.  El Nuevo Pasaporte Electrónico contiene, entre otras medidas de seguridad, un chip que almacena los datos biométricos de su titular para permitir su utilización en sistemas de reconocimiento automatizados. Este es un avance tecnológico y un salto de calidad y seguridad, haciendo que el Nuevo Pasaporte Electrónico sea un documento inviolable. Además, facilitará y hará más ágiles para todos los argentinos, los trámites de ingreso y egreso en los aeropuertos del mundo.	Argentinos mayores de edad: 1.- Documento Nacional de Identidad, Libreta Cívica o Libreta de Enrolamiento del solicitante en vigencia. Argentinos menores de edad y/o quienes no hayan efectuado la actualización obligatoria de DNI al llegar a los 14 años:1.- Documento Nacional de Identidad.2.- Partida de nacimiento o acta de reconocimiento o adopción si correspondiera. El menor deberá estar acompañado al momento de la toma del trámite por quienes ejercen la patria potestad, tutela o curatela, los que deberán exhibir su Documento Nacional de Identidad, Libreta Cívica o Libreta de Enrolamiento en vigencia, y dar el consentimiento para el trámite en forma presencial. El consentimiento también podrá prestarse ante escribano público, en cuyo caso, deberá acompañarse copia auténtica del documento del que resulte el citado consentimiento. Personas incapaces:1.- Documento Nacional de Identidad o Libreta Cívica o de Enrolamiento del solicitante en vigencia. 2.- Testimonio judicial de la designación de la persona que ejerza la tutela o curatela, salvo en el supuesto que la misma hubiere sido asumida por Ministerio de la Ley. La obtención del pasaporte por aquellos ciudadanos sujetos a patria potestad, tutela o curatela estará condicionada al consentimiento expreso, de la persona u órgano que tenga asignado su ejercicio o, en defecto de ésta, del órgano judicial competente. RECUERDE: en el caso que aún no cuente con el Nuevo DNI digital, en el mismo momento en que tramite su Nuevo pasaporte, se le tomará el trámite para obtener el Nuevo DNI digitalizado.	1.- Presentar la documentación correspondiente en el Registro Civil o Centro de Documentación más cercano a su domicilio.  Si vive en la Ciudad Autónoma de Buenos Aires puede concurrir al Centro de Gestión y Participación Comunal correspondiente a su domicilio. Si tiene domicilio en cualquier lugar del país, puede realizarlo en los Centros de Documentación Rápida (CDR) Paseo Colón o 25 de Mayo, solicitando previamente un TURNO en línea o telefónicamente al 0800-9999-364. 2.- El Pasaporte será enviado al domicilio declarado por Correo Postal. El correo le solicitará la constancia de inicio del trámite.	El trámite es personal, no se admite la intervención de terceros o gestores.  Los menores de edad o incapaces deberán estar acompañados al momento de la toma del trámite por quienes ejercen la patria potestad, tutela o curatela, los que deberán exhibir su Documento Nacional de Identidad, Libreta Cívica o Libreta de Enrolamiento en vigencia, y dar el consentimiento para el trámite en forma presencial. El consentimiento también podrá prestarse ante escribano público, en cuyo caso, deberá acompañarse copia auténtica del documento del que resulte el citado consentimiento.	10 años.  El pasaporte CADUCA en la fecha de vencimiento consignada en la página de datos personalizada, cuando se agoten las páginas de visados, cuando se deteriore, o cuando se produzcan en su titular las variantes de nombres/s apellido/s; y/o de orden fisonómico.	  Debería asistir UNA (1) vez:1.- Solicitar el pasaporte. El mismo se entrega en el domicilio del titular. 	El plazo regular de entrega es a partir de los 15 días de iniciado el trámite.	Puede realizar el trámite en: - Los Centro de Documentación Rápida (CDR) directos del RENAPER Paseo Colón, sito en Paseo Colón 1093 o 25 de Mayo sito en 25 de Mayo 155.Estos centros atienden a ciudadanos de todo el país, sin tomar en cuenta su domicilio de residencia. - La oficina del Registro Civil o CGPC, de la Ciudad Autónoma de Buenos Aires, correspondiente a su domicilio. - Oficinas Digitales de Entrega Rápida de todo el país. - Puestos habilitados en diferentes Centros Comerciales o Shoppings y unidades móviles que se instalan en diversos puntos del país.		Todos los ciudadanos argentinos tienen derecho a obtener el pasaporte siempre y cuando no pesen sobre sí alguna de las siguientes medidas:  - Haber sido condenados a penas o medidas de seguridad que conlleven la privación o limitación de su libertad de residencia o de movimientos (mientras no se hayan extinguido) SALVO que se obtenga autorización del órgano judicial competente. - Tener orden de captura librada por autoridad judicial competente o hallarse en rebeldía en un proceso penal. - Cuando la autoridad judicial haya prohibido su expedición o la salida del país respecto al interesado.			
176	Consulta del estado del trámite del Nuevo Pasaporte	Dirección Nacional del Registro Nacional de las Personas	Consultar el estado del trámite de emisión del Nuevo Pasaporte Argentino a través de la página web del Registro Nacional de las Personas (RENAPER).	Según el caso que corresponda se debe completar:- Número del DNI y sexo del tiutlar del trámite, o- ID del trámite.	1.- Consultar el estado de su trámite de Nuevo Pasaporte, ingresando número de DNI y sexo o ID del trámite realizado.	Cualquier ciudadano que desee conocer el estado de su trámite, o un tercero que posea los datos del titular del Pasaporte.									
2253	Rectificación de datos por cambio de género en el Documento Nacional de Identidad (DNI) para argentino naturalizado o por opción - Res. RNP N° 493/2013	Dirección Nacional del Registro Nacional de las Personas	Rectificar datos personales registrados en el DNI, por reconocimiento de identidad de género (ley Nº 26.743) en los casos de argentinos/as  naturalizados o por opción, contemplando el derecho de toda persona al reconocimiento de su identidad de género y a ser identificada de ese modo en los instrumentos que acrediten su identidad. Ante la imposibilidad de proceder a la rectificación de las partidas de nacimiento por no constar su inscripción en sede del Registro Civil argentino y para evitar una situación desventajosa en relación con los ciudadanos argentinos nativos y residentes extranjeros que en la actualidad ejercen este derecho, el Registro Nacional de las Personas dictó una resolución aprobando el uso de un Formulario de solicitud de rectificación de datos de identificación que se anexará al legajo de Opción o Naturalización de cada ciudadano interesado.	1.- Documento Nacional de Identidad Argentino.2.- Formulario de solicitud de rectificación de datos de identificación que constan en el legajo de Opción o naturalización en el Registro Nacional de las Personas, con los datos y firma del interesado y del oficial público interviniente.	1.- Presentar la documentación correspondiente en el Registro Civil o Centro de Documentación más cercano a su domicilio. Si vive en la Ciudad Autónoma de Buenos Aires puede concurrir al Centro de Gestión y Participación Comunal correspondiente a su domicilio. Si tiene domicilio en cualquier lugar del país, puede realizarlo en los Centros de Documentación Rápida (CDR) Paseo Colón o 25 de Mayo, solicitando previamente un TURNO en línea o telefónicamente al 0800-9999-364. Una vez realizado le entregarán una constancia de DNI en trámite. LA CONSTANCIA DE DNI EN TRÁMITE NO ACREDITA IDENTIDAD. 2.- El DNI será enviado al domicilio declarado por Correo Postal. El correo le solicitará la constancia de inicio del trámite.	El trámite es personal.		Debería asistir 1 (UNA) vez:1.- Presentar la documentación correspondiente. RECUERDE: el DNI le será enviado a su domicilio por Correo Postal.		Puede realizar el trámite en: - Los Centro de Documentación Rápida (CDR) directos del RENAPER Paseo Colón, sito en Paseo Colón 1093 o 25 de Mayo sito en 25 de Mayo 155.Estos centros atienden a ciudadanos de todo el país, sin tomar en cuenta su domicilio de residencia. - La oficina del Registro Civil o CGPC, de la Ciudad Autónoma de Buenos Aires, correspondiente a su domicilio. - Oficinas Digitales de Entrega Rápida de todo el país. - Puestos habilitados en diferentes Centros Comerciales o Shoppings y unidades móviles que se instalan en diversos puntos del país.					
2252	Rectificación de datos por cambio de género en el Documento Nacional de Identidad (DNI)	Dirección Nacional del Registro Nacional de las Personas	Rectificar datos personales registrados en el DNI por cambio de género, contemplando el derecho de toda persona al reconocimiento de su identidad de género y a ser identificada de ese modo en los instrumentos que acrediten su identidad.	1.- Documento Nacional de Identidad (DNI) a rectificar.2.- Partida de Nacimiento RECTIFICADA y cetificada (NO es válido el Certificado de Nacimiento).	1.- Presentar la documentación correspondiente en el Registro Civil o Centro de Documentación más cercano a su domicilio. Si vive en la Ciudad Autónoma de Buenos Aires puede concurrir al Centro de Gestión y Participación Comunal correspondiente a su domicilio. Si tiene domicilio en cualquier lugar del país, puede realizarlo en los Centros de Documentación Rápida (CDR) Paseo Colón o 25 de Mayo, solicitando previamente un TURNO en línea o telefónicamente al 0800-9999-364. Una vez realizado le entregarán una constancia de DNI en trámite. LA CONSTANCIA DE DNI EN TRÁMITE NO ACREDITA IDENTIDAD. 2.- El DNI será enviado al domicilio declarado por Correo Postal. El correo le solicitará la constancia de inicio del trámite.	El trámite es personal.		Debería asistir 1 (UNA) vez:1.- Presentar la documentación correspondiente. RECUERDE: el DNI le será enviado a su domicilio por Correo Postal.		Puede realizar el trámite en: - Los Centro de Documentación Rápida (CDR) directos del RENAPER Paseo Colón, sito en Paseo Colón 1093 o 25 de Mayo sito en 25 de Mayo 155.Estos centros atienden a ciudadanos de todo el país, sin tomar en cuenta su domicilio de residencia. - La oficina del Registro Civil o CGPC, de la Ciudad Autónoma de Buenos Aires, correspondiente a su domicilio. - Oficinas Digitales de Entrega Rápida de todo el país. - Puestos habilitados en diferentes Centros Comerciales o Shoppings y unidades móviles que se instalan en diversos puntos del país.					
1162	Turnos Web Nuevo Pasaporte - Nuevo DNI	Dirección Nacional del Registro Nacional de las Personas	Solicitar un Turno Web para realizar el DNI, Pasaporte o Pasaporte Express en los centros propios del Registro Nacional de las Personas: - CDR Paseo Colón, sito en calle Paseo Colón 1093, Ciudad Autónoma de Buenos Aires.- CDR  25 de Mayo, sito en la calle, 25 de Mayo 155, Ciudad Autónoma de Buenos Aires.		1.- Solicitar un Turno Web para realizar el DNI, Pasaporte o Pasaporte Express en el centro elegido. Al finalizar el procedimiento, el sistema otorgará un número de registro, el cual deberá conservar para obtener la información del día y el lugar del turno asignado. NOTA:La solicitud de turnos web está habilitada únicamente para las oficinas que dependen del Ministerio del Interior. Para tramitar el nuevo pasaporte o DNI en el resto de las oficinas del país, consulte en el Registro Civil de su provincia o de la Ciudad Autónoma de Buenos Aires.										
1003	Reposición de DNI para ciudadanos nacionales	Dirección Nacional del Registro Nacional de las Personas	Realizar la reposición del DNI tarjeta en caso de constatarse errores en la confección o impresión de datos en su DNI.	1.- DNI a reponer.	1.- Presentar la documentación correspondiente en el Registro Civil o Centro de Documentación más cercano a su domicilio.  Si vive en la Ciudad Autónoma de Buenos Aires puede concurrir al Centro de Gestión y Participación Comunal correspondiente a su domicilio. Si tiene domicilio en cualquier lugar del país, puede realizarlo en los Centros de Documentación Rápida (CDR) Paseo Colón o 25 de Mayo, solicitando previamente un TURNO en línea o telefónicamente al 0800-9999-364. Una vez realizado le entregarán una constancia de DNI en trámite. LA CONSTANCIA DE DNI EN TRÁMITE NO ACREDITA IDENTIDAD. 2.- El DNI será enviado al domicilio declarado por Correo Postal. El correo le solicitará la constancia de inicio del trámite.	El trámite es personal.  En caso de ser menor de 14 años deberá estar acompañado de Padre/ Madre o Tutor, con sus correspondientes documentos de identidad y con sentencia judicial en caso de corresponder.		Debería asistir 1 (UNA) vez: 1.- Presentar la documentación correspondiente. RECUERDE: el DNI Tarjeta le será enviado a su domicilio por Correo Postal.		Puede realizar el trámite en: - Los Centro de Documentación Rápida (CDR) directos del RENAPER Paseo Colón, sito en Paseo Colón 1093 o 25 de Mayo sito en 25 de Mayo 155.Estos centros atienden a ciudadanos de todo el país, sin tomar en cuenta su domicilio de residencia. - La oficina del Registro Civil o CGPC, de la Ciudad Autónoma de Buenos Aires, correspondiente a su domicilio. - Oficinas Digitales de Entrega Rápida de todo el país. - Puestos habilitados en diferentes Centros Comerciales o Shoppings y unidades móviles que se instalan en diversos puntos del país.					
974	Canje de Libreta de Enrolamiento o Libreta Cívica o DNI verde por DNI Digital para ciudadanos nacionales	Dirección Nacional del Registro Nacional de las Personas	Realizar el cambio (canje) de la Libreta de Enrolamiento (LE) (hombres) o Libreta Cívica (LC) (mujeres) o DNI verde por el nuevo DNI digital. Este Nuevo DNI conserva el mismo número que el anterior y en los casos de LE y LC se le antepondrá al número una M de masculino o una F de femenino, según corresponda.	1.- LE (Varones), LC (Mujeres) o viejo DNI. En caso de poseerlo.	1.- Presentar la documentación correspondiente en el Registro Civil o Centro de Documentación más cercano a su domicilio.  Si vive en la Ciudad Autónoma de Buenos Aires puede concurrir al Centro de Gestión y Participación Comunal correspondiente a su domicilio. Si tiene domicilio en cualquier lugar del país, puede realizarlo en los Centros de Documentación Rápida (CDR) Paseo Colón o 25 de Mayo, solicitando previamente un TURNO en línea o telefónicamente al 0800-9999-364. Una vez realizado le entregarán una constancia de DNI en trámite. LA CONSTANCIA DE DNI EN TRÁMITE NO ACREDITA IDENTIDAD. 2.- El DNI será enviado al domicilio declarado por Correo Postal. El correo le solicitará la constancia de inicio del trámite.	El támite es personal.		Debería asistir 1 (UNA) vez: 1.- Presentar la documentación correspondiente. RECUERDE: el DNI le será enviado a su domicilio por Correo Postal.		Puede realizar el trámite en: - Los Centro de Documentación Rápida (CDR) directos del RENAPER Paseo Colón, sito en Paseo Colón 1093 o 25 de Mayo sito en 25 de Mayo 155.Estos centros atienden a ciudadanos de todo el país, sin tomar en cuenta su domicilio de residencia. - La oficina del Registro Civil o CGPC, de la Ciudad Autónoma de Buenos Aires, correspondiente a su domicilio. - Oficinas Digitales de Entrega Rápida de todo el país. - Puestos habilitados en diferentes Centros Comerciales o Shoppings y unidades móviles que se instalan en diversos puntos del país.					
973	Rectificación de DNI por Adopción para ciudadanos nacionales	Dirección Nacional del Registro Nacional de las Personas	Obtener un nuevo DNI con los nuevos datos biográficos que surgen del acta de adopción ordenada judicialmente. El DNI conserva el mismo número de matrícula individual que había sido asignado al ciudadano al momento de su nacimiento.	SI ES MENOR DE 14 AÑOS:1.- DNI del menor.2.- Testimonio original de la sentencia judicial.3.- Partida de nacimiento anterior certificada.4.- Partida de nacimiento con la adopción inscripta certificada. SI ES MAYOR DE 14 AÑOS:1.- DNI a rectificar.2.- Testimonio original de la sentencia judicial.3.- Partida de nacimiento anterior certificada.4.- Partida de nacimiento inscripta certificada.	SI ES MENOR DE 14 AÑOS: 1.- DNI del menor.2.- Testimonio original de la sentencia judicial.3.- Partida de nacimiento anterior certificada.4.- Partida de nacimiento con la adopción inscripta certificada. SI ES MAYOR DE 14 AÑOS:1.- DNI a rectificar.2.- Testimonio original de la sentencia judicial.3.- Partida de nacimiento anterior certificada.4.- Partida de nacimiento inscripta certificada.	El trámite es personal.  Si es menor de 14 años: el/la adoptante con DNI, acompañado por el menor. Si se presenta el tutor, debe exhibir testimonio judicial de tutela (original y fotocopia).		Debería asistir 1 (UNA) vez: 1.- Presentar la documentación correspondiente. RECUERDE: el DNI le será enviado a su domicilio por Correo Postal.		Puede realizar el trámite en: - Los Centro de Documentación Rápida (CDR) directos del RENAPER Paseo Colón, sito en Paseo Colón 1093 o 25 de Mayo sito en 25 de Mayo 155.Estos centros atienden a ciudadanos de todo el país, sin tomar en cuenta su domicilio de residencia. - La oficina del Registro Civil o CGPC, en la Ciudad Autónoma de Buenos Aires, correspondiente a su domicilio. - Oficinas Digitales de Entrega Rápida de todo el país. - Puestos habilitados en diferentes Centros Comerciales o Shoppings y unidades móviles que se instalan en diversos puntos del país.					
925	Obtención del Documento Nacional de Identidad (DNI) para el recién nacido 0 año	Dirección Nacional del Registro Nacional de las Personas	Obtener el Documento Nacional de Identidad Tarjeta &ldquo;0 año&rdquo; para un recién nacido.  Es la primera identificación que se le otorga al recién nacido al momento de su inscripción, por el que se le asigna un número de matrícula individual, que es inalterable y que lo acompañará toda su vida. Como resultado de este trámite, se le otorgará un DNI totalmente digitalizado y personalizado con el número de matrícula asignado, los datos biográficos del recién nacido y con su foto y huella digital.	1.- Partida de nacimiento, con firma y sello del oficial público en original otorgada al momento de la inscripción del nacimiento (NO se acepta Certificado de Nacimiento).  2.- DNI del padre, madre o tutor legal.Si se presenta el tutor, deberá exhibir testimonio judicial de tutela (original).	1.- Inscribir el nacimiento del recién nacido en la Oficina del Registro Civil o Centro de Gestión y Participación Comunal (CGPC en Ciudad Autónoma de Buenos Aires) correspondiente al domicilio de la unidad Sanatorial u Hospitalaria donde se produjo el nacimiento.  2.- Presentar la documentación correspondiente en la oficina donde se realizó la inscripción del nacimiento si está habilitada para la toma digital del trámite. Caso contrario, deberán concurrir a la oficina del Registro Civil digital más cercana al lugar de nacimiento. Los padres deberán presentarse con el recién nacido para solicitar el DNI del menor. Una vez realizado le entregarán una constancia de DNI en trámite. LA CONSTANCIA DE DNI EN TRÁMITE NO ACREDITA IDENTIDAD. 3.- El DNI será enviado al domicilio declarado por Correo Postal. El correo le solicitará la constancia de inicio del trámite.	Madre y/o Padre, o Tutor, según corresponda, debiendo concurrir con el recién nacido.	El DNI será válido hasta el momento en que se deba cumplir con la actualización de 5/8 años.  	Debería asistir 2 (DOS) vez: 1.- Inscribir el nacimiento del menor.2.- Presentar la documentación correspondiente. NOTA: El DNI lo recibirá en el domicilio declarado.		Puede realizar el trámite en: - Los Centro de Documentación Rápida (CDR) directos del RENAPER Paseo Colón, sito en Paseo Colón 1093 o 25 de Mayo sito en 25 de Mayo 155.Estos centros atienden a ciudadanos de todo el país, sin tomar en cuenta su domicilio de residencia, solicitando previamente un TURNO en línea o telefónicamente al 0800-9999-364. - La oficina del Registro Civil o CGPC, de la Ciudad Autónoma de Buenos Aires, correspondiente a su domicilio. - Oficinas Digitales de Entrega Rápida de todo el país. - Puestos habilitados en diferentes Centros Comerciales o Shoppings y unidades móviles que se instalan en diversos puntos del país.					
499	Rectificación de datos del Documento Nacional de Identidad (DNI)	Dirección Nacional del Registro Nacional de las Personas	Rectificar datos personales registrados en el DNI, siempre y cuando dichas modificaciones se encuentren asentadas en la Partida de Nacimiento, la que deberá ser presentada al momento de iniciar el trámite.  Los casos más frecuentes de rectificación son por acreditación de apellido materno, por errores en dato/s de la partida de nacimiento o por reconocimeinto paterno, etc.	1.- Documento Nacional de Identidad (DNI) a rectificar. 2.- Partida de Nacimiento RECTIFICADA y cetificada (NO es válido el Certificado de Nacimiento).	1.- Presentar la documentación correspondiente en el Registro Civil o Centro de Documentación más cercano a su domicilio.  Si vive en la Ciudad Autónoma de Buenos Aires puede concurrir al Centro de Gestión y Participación Comunal correspondiente a su domicilio. Si tiene domicilio en cualquier lugar del país, puede realizarlo en los Centros de Documentación Rápida (CDR) Paseo Colón o 25 de Mayo, solicitando previamente un TURNO en línea o telefónicamente al 0800-9999-364. Una vez realizado le entregarán una constancia de DNI en trámite. LA CONSTANCIA DE DNI EN TRÁMITE NO ACREDITA IDENTIDAD. 2.- El DNI será enviado al domicilio declarado por Correo Postal. El correo le solicitará la constancia de inicio del trámite.	El trámite es personal.  En caso de ser menor de 14 años deberá estar acompañado de Padre/ Madre o Tutor, con sus correspondientes documentos de identidad y con sentencia judicial en caso de corresponder.		Debería asistir 1 (UNA) vez:1.- Presentar la documentación correspondiente. RECUERDE: el DNI le será enviado a su domicilio por Correo Postal.		Puede realizar el trámite en: - Los Centro de Documentación Rápida (CDR) directos del RENAPER Paseo Colón, sito en Paseo Colón 1093 o 25 de Mayo sito en 25 de Mayo 155.Estos centros atienden a ciudadanos de todo el país, sin tomar en cuenta su domicilio de residencia. - La oficina del Registro Civil o CGPC, de la Ciudad Autónoma de Buenos Aires, correspondiente a su domicilio. - Oficinas Digitales de Entrega Rápida de todo el país. - Puestos habilitados en diferentes Centros Comerciales o Shoppings y unidades móviles que se instalan en diversos puntos del país.					
496	Cambio de domicilio en el Documento Nacional de Identidad (DNI) para ciudadanos nacionales	Dirección Nacional del Registro Nacional de las Personas	Cambiar el domicilio en el Documento Nacional de Identidad (DNI), cuando el domicilio real difiere del asentado en el mismo. El ciudadano debe tener asentado en su DNI el domicilio real en el que vive.  En el caso de los mayores de 14 años, los nuevos datos de domicilio serán notificados por el RENAPER a la Cámara Nacional Electoral, a los efectos de ser incorporados al Padrón de Electores.	1.- DNI (si lo tuviere). En caso de ser menor de 14 años deberá presentar, además:- Partida de Nacimiento (NO es valido el Certificado de Nacimiento).	1.- Presentar la documentación correspondiente en el Registro Civil o Centro de Documentación más cercano a su domicilio.  Si vive en la Ciudad Autónoma de Buenos Aires puede concurrir al Centro de Gestión y Participación Comunal correspondiente a su domicilio. Si tiene domicilio en cualquier lugar del país, puede realizarlo en los Centros de Documentación Rápida (CDR) Paseo Colón o 25 de Mayo, solicitando previamente un TURNO en línea o telefónicamente al 0800-9999-364. Una vez realizado le entregarán una constancia de DNI en trámite. LA CONSTANCIA DE DNI EN TRÁMITE NO ACREDITA IDENTIDAD. 2.- El DNI será enviado al domicilio declarado por Correo Postal. El correo le solicitará la constancia de inicio del trámite.	EI trámite es personal.	15 AÑOS a partir de la fecha de su expedición, o hasta que el ciudadano notifique al RENAPER un nuevo domicilio.  En caso de ser menor de 14 años el nuevo ejemplar será válido hasta el momento en que deba cumplir con alguna de las actualizaciones obligatorias (5/8 o 14 años, según corresponda).	Debería asistir 1 (UNA) vez: 1.- Realizar el DNI. RECUERDE: el DNI le será enviado a su domicilio por Correo Postal.		Puede realizar el trámite en: - Los Centro de Documentación Rápida (CDR) directos del RENAPER Paseo Colón, sito en Paseo Colón 1093 o 25 de Mayo sito en 25 de Mayo 155.Estos centros atienden a ciudadanos de todo el país, sin tomar en cuenta su domicilio de residencia. - La oficina del Registro Civil o CGPC, de la Ciudad Autónoma de Buenos Aires, correspondiente a su domicilio. - Oficinas Digitales de Entrega Rápida de todo el país. - Puestos habilitados en diferentes Centros Comerciales o Shoppings y unidades móviles que se instalan en diversos puntos del país.					
448	Nuevo ejemplar del Documento Nacional de Identidad (DNI)  para ciudadanos nacionales	Dirección Nacional del Registro Nacional de las Personas	Solicitar un nuevo ejemplar del Documento Nacional de Identidad (DNI) ante robo, extravío, deterioro o inutilización del DNI anterior.	1.- DNI o fotocopia de DNI en caso de contar con él. 2.- En caso de ser menor de 14 años deberá presentar Partida de nacimiento certificada (NO es valido el Certificado de nacimiento).	1.- Presentar la documentación correspondiente en el Registro Civil o Centro de Documentación más cercano a su domicilio.  Si vive en la Ciudad Autónoma de Buenos Aires puede concurrir al Centro de Gestión y Participación Comunal correspondiente a su domicilio. Si tiene domicilio en cualquier lugar del país, puede realizarlo en los Centros de Documentación Rápida (CDR) Paseo Colón o 25 de Mayo, solicitando previamente un TURNO en línea o telefónicamente al 0800-9999-364. Una vez realizado le entregarán una constancia de DNI en trámite. LA CONSTANCIA DE DNI EN TRÁMITE NO ACREDITA IDENTIDAD. 2.- El DNI será enviado al domicilio declarado por Correo Postal. El correo le solicitará la constancia de inicio del trámite.	El trámite es personal.  En caso de ser menor de 14 años deberá estar acompañado de Padre/ Madre o Tutor, los que deberán presentar sus correspondientes documentos de identidad y la  sentencia judicial o certificado judicial de tutela, en caso de corresponder.	15 AÑOS a partir de la fecha de su expedición.  En caso de ser menor de 14 años el nuevo ejemplar será válido hasta el momento en que deba cumplir con alguna de las actualizaciones obligatorias.	Debería asistir 1 (UNA) vez: 1.- Presentar la documentación correspondiente. RECUERDE: el DNI le será enviado a su domicilio por Correo Postal.		Puede realizar el trámite en: - Los Centro de Documentación Rápida (CDR) directos del RENAPER Paseo Colón, sito en Paseo Colón 1093 o 25 de Mayo sito en 25 de Mayo 155.Estos centros atienden a ciudadanos de todo el país, sin tomar en cuenta su domicilio de residencia. - La oficina del Registro Civil o CGPC, de la Ciudad Autónoma de Buenos Aires, correspondiente a su domicilio. - Oficinas Digitales de Entrega Rápida de todo el país. - Puestos habilitados en diferentes Centros Comerciales o Shoppings y unidades móviles que se instalan en diversos puntos del país.					
